Time (hr),Temperature (1/R),XA,XB
0.0,0.17164119510707515,0.3712258805339861,0.6287741194660139
0.033333,0.17240186735048793,0.33291931985993267,0.5767538723146579
0.066667,0.1724053862674645,0.30129732328337583,0.526286139865763
0.1,0.1724055659355665,0.2749729474845792,0.48008538530563205
0.133333,0.17240331991824484,0.25283893444903294,0.43888300487421705
0.166667,0.17239709604705314,0.23403285497909782,0.4025450379834673
0.2,0.17237623364161583,0.2178752920340177,0.3705779474109241
0.233333,0.17158603612836212,0.20269874858892428,0.3400809856409923
0.266667,0.17052085822528137,0.18807764457747628,0.3104665378852052
0.3,0.16953369449826752,0.17420257054423877,0.28234639244033494
0.333333,0.16948418697260945,0.16230336249405117,0.2583420091178023
0.366667,0.17029409008855756,0.1528823056647464,0.23945212881520214
0.4,0.17113365120271343,0.14530264879235572,0.22433960237293754
0.433333,0.17181735668264936,0.1389987306166138,0.21183347630180133
0.466667,0.17208732843978194,0.13344403793003534,0.20086511536713778
0.5,0.17212137800423122,0.12838537322169558,0.19092515872229207
0.533333,0.17188196378960044,0.12361642639447405,0.18160601588738376
0.566667,0.1710310771887558,0.1187985874281838,0.17225713199259482
0.6,0.17001267859527644,0.1138640372277571,0.16277526395627562
0.633333,0.1689518909630593,0.1088186072075764,0.15320644225745847
0.666667,0.1678811423631427,0.10368883569822333,0.14363724518938828
0.7,0.16681306142851046,0.09850990257740073,0.13416724185825069
0.733333,0.16575394129970825,0.09331967110607908,0.12489402621082424
0.766667,0.16470777570423958,0.08815641737918004,0.11590609045548042
0.8,0.16367788446797457,0.08305761780251754,0.10727870756520233
0.833333,0.16266742268057408,0.07805796949687285,0.099069913548161
0.866667,0.16167965956939787,0.07318913822419336,0.09132083084328417
0.9,0.16071751917849497,0.06847937790781179,0.08405684559035147
0.933333,0.15978192471139044,0.06395143080137278,0.0772870936133563
0.966667,0.158870433690663,0.05962158867217923,0.07100641404769535
1.0,0.1579779194851755,0.05549962883183658,0.06519847312170966
1.033333,0.15709910441893374,0.051589249672654235,0.059838909918192615
1.066667,0.1562307579518565,0.04789043957177298,0.05490016046109439
