Time (hr),Temperature (1/R),XA,XB
1.1,0.15537195207488136,0.04440134901553428,0.05035462784550536
1.133333,0.1545231291341389,0.04111851369244166,0.04617517602370895
1.166667,0.15368552943075456,0.03803761033494503,0.04233611289761889
1.2,0.15286098587059602,0.03515390116586589,0.03881362998352821
1.233333,0.1520517840728959,0.03246184495021354,0.03558518315294749
1.266667,0.15126104776195787,0.029955575215783275,0.03262991820749606
1.3,0.15049347018201426,0.027629364293629857,0.0299290191377055
1.333333,0.14975646812254145,0.025477611869901183,0.027465479072193946
1.366667,0.14906310214059396,0.02349584127586773,0.02522500493844915
1.4,0.1484386562743504,0.021682321927284094,0.023197540857212148
1.433333,0.14793402711587125,0.020040410986058094,0.02137948991331969
1.466667,0.14762541068240756,0.018579027165458232,0.019773960618552754
1.5,0.14750073410911438,0.017295826907545876,0.01837292726317756
1.533333,0.14745736300762666,0.01617010719855994,0.017150133851403092
1.566667,0.14743959129534293,0.015177469166973377,0.01607668196627103
1.6,0.1474300133189518,0.014296630231782749,0.015127887546619928
1.633333,0.14742376666744453,0.013510107036517087,0.014283693922757714
1.666667,0.14741942201359676,0.012803751123826783,0.013527988219125838
1.7,0.14741647312871772,0.012166111256184844,0.012847803174303658
1.733333,0.14741465378639268,0.011587743002669341,0.012232503554861869
1.766667,0.14741380696991915,0.011060839687413391,0.011673340188191151
1.8,0.14741383658788584,0.010578936481876957,0.011163096956256023
1.833333,0.1474146523658225,0.010136562110557768,0.010695693689808102
1.866667,0.14741619915864662,0.009729091606646763,0.010266009901963954
1.9,0.14741845176654328,0.009352621930074101,0.00986973768560481
1.933333,0.14742137400140148,0.009003778280402596,0.009503165848319017
1.966667,0.14742495442797193,0.008679656379419858,0.009163110266247408
2.0,0.1474292043801618,0.008377769596271569,0.008846851187787805
2.033333,0.1474341196006961,0.008095928960511535,0.008552001966891128
2.066667,0.1474397177164559,0.007832223306072444,0.008276484036611095
2.1,0.14744603727250435,0.007584998155081724,0.008018501299579142
2.133333,0.14745310104601655,0.0073527746285856795,0.007776452725043266
2.166667,0.14746095425732447,0.007134246264001763,0.0075489268782064495
2.2,0.14746966415819207,0.0069282726829471356,0.0073346934646756935
2.233333,0.1474792853323673,0.006733820955286256,0.007132640860883726
2.266667,0.14748989837675616,0.006549969829818633,0.006941779356525582
2.3,0.14750161022637318,0.006375910458176615,0.006761240871254259
2.333333,0.14751452263210224,0.006210901772269202,0.006590231839542896
2.366667,0.1475287717150826,0.006054277898967666,0.006428040246088719
2.4,0.1475445301310633,0.005905452260856446,0.006274039268170716
2.433333,0.14756198153051847,0.0057638823378781895,0.0061276503225100275
2.466667,0.14758136310760334,0.0056290783203963935,0.005988351630561488
2.5,0.14760297324458832,0.005500608830056233,0.005855683759787841
2.533333,0.14762715874483814,0.005378072442096111,0.005729219912178136
2.566667,0.14765436651452601,0.005261106779166193,0.005608575071226914
2.6,0.14768516360206724,0.005149395089558001,0.005493412546224055
2.633333,0.14772024336877262,0.005042642974386711,0.005383419780143136
2.666667,0.14776047715174975,0.004940587426339353,0.0052783175046673516
2.7,0.14780690853722805,0.004843003242025046,0.005177866183790858
2.733333,0.14786068924202206,0.004749682399251462,0.005081844662024405
2.766667,0.14792295195595015,0.004660439851521305,0.004990056052886722
2.8,0.14799450063251623,0.004575114556625605,0.0049023287529926865
2.833333,0.14807533426338512,0.004493544056729365,0.004818490328566627
2.866667,0.14816401412280356,0.004415559548550795,0.0047383625454549575
2.9,0.14825688078193192,0.004340975460557994,0.004661750807120854
2.933333,0.14834723363533162,0.0042695562305552414,0.004588410234199719
2.966667,0.1484244256272645,0.0042010017192657175,0.004518030949490429
3.0,0.14847299354972218,0.004134928916766048,0.004450219608461688
