Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.039881677405601605,0.010858886542590162,0.0007130752470113427,0.07165406405229624,0.44473237985773606,0.48542604023295355
1.5,0.024450897205002226,0.0008754506626556493,4.9547733901921696e-05,0.057322057587139645,0.439999533898658,0.5059151024465275
3.0,0.0010153150395993144,3.8235656854043477e-05,6.31795488915236e-07,0.03387547744462088,0.4174050708860191,0.48584616669238273
