Time (hr),Temperature (1/R),XA,XB
0.0,0.1488309562732905,0.39930354143339153,0.6006964585666085
0.05,0.1470608100234165,0.155457267286618,0.21019300727428375
0.1,0.14706315020833688,0.08735596430389365,0.10449750345460067
0.15,0.14706649440863254,0.05923723281585452,0.06365457604692892
0.2,0.14707056712944638,0.04469314281686752,0.0436616731144838
0.25,0.14707566573068617,0.0360350742170389,0.03225769299378552
0.3,0.14708206963101098,0.03037326178089384,0.02504708456264073
0.35,0.14708994534865705,0.026416908199599885,0.020143891460306932
0.4,0.1470994159040199,0.023513800150600502,0.016626325620742843
0.45,0.14711060909949794,0.021302663982715804,0.013997766028435502
0.5,0.1471236849071769,0.019568677669990254,0.011969805358324093
0.55,0.14713885483755965,0.018176714799812473,0.010364709518544667
0.6,0.14715640030468669,0.0170378148922467,0.009067558424647395
0.65,0.14717669388255808,0.01609116540259127,0.00800104582062665
0.7,0.14720022658821677,0.015293864656789578,0.0071114164351463865
0.75,0.14722764511661934,0.014614827767264341,0.006360227587436858
0.8,0.14725980542175449,0.014031012502077127,0.005719320210794061
0.85,0.14729785455281022,0.013525001784965051,0.005167639344798516
0.9,0.14734336490201516,0.013083410452808435,0.004689163106891561
0.95,0.14739857283685442,0.012695811146358829,0.0042715205506664265
1.0,0.14746683758178333,0.01235400030792598,0.003905054244973802
1.05,0.1475535829038479,0.012051500097973549,0.0035821851759489857
1.1,0.14766831701552735,0.01178324214003246,0.003297002989682451
1.15,0.147829041336949,0.011545419813266058,0.0030450545625915933
1.2,0.1480714535955933,0.011335526694474166,0.0028233404396917424
1.25,0.14846287308612544,0.011152518210034197,0.0026304492469885104
1.3,0.14908978058811856,0.010996372379365066,0.0024660832925941785
1.35,0.14994279561268448,0.0108657296428523,0.002328616190464126
1.4,0.1508614137494084,0.010756409084713531,0.00221356346923309
1.45,0.15171040062797708,0.010663474504102367,0.0021157153474252034
1.5,0.1524469659330756,0.010582895851017824,0.0020308393596642016
1.55,0.1530725556950798,0.010511736866793485,0.001955858152513689
1.6,0.15360032838619767,0.010447897629264005,0.0018885729227783728
1.65,0.15404421963035994,0.010389857405100292,0.0018273918867194483
1.7,0.15441615112177176,0.010336490766126907,0.001771137104384076
1.75,0.1547256762772475,0.010286945049227524,0.0017189160668670022
1.8,0.15498025829585596,0.010240559283099528,0.0016700368563267226
1.85,0.15518564837270168,0.01019680983332254,0.0016239513133935307
1.9,0.15534622004498103,0.010155273208786763,0.0015802161693799423
1.95,0.1554652321389706,0.010115600021990901,0.0015384658459804395
2.0,0.15554502556297128,0.010077496318388028,0.0014983929612940405
2.05,0.1555871662189367,0.01004070985502695,0.0014597340125427011
2.1,0.15559254588135524,0.010005019750458373,0.0014222585873728472
2.15,0.15556145086465203,0.009970228453939932,0.00138576100615066
2.2,0.15549360654758285,0.009936155317108843,0.0013500536482813916
2.25,0.15538820501736028,0.009902631270918068,0.0013149614453614635
2.3,0.1552439236871888,0.00986949426247121,0.0012803171827757912
2.35,0.1550589453894261,0.009836585224307652,0.0012459573743640584
2.4,0.15483099634886882,0.009803744462872317,0.0012117185930380205
2.45,0.15455742968911101,0.009770808499603614,0.0011774342905477779
2.5,0.15423540207754768,0.009737607631436765,0.0011429323764204447
2.55,0.15386222428119944,0.0097039648840236,0.0011080342357730705
2.6,0.15343601591123485,0.009669697737620322,0.0010725565740531552
2.65,0.15295685117369312,0.009634625138534246,0.0010363186061607185
2.7,0.152428589720035,0.009598583759075087,0.000999158539308503
2.75,0.15186136361618802,0.009561458139698885,0.0009609639187117702
2.8,0.15127386803538898,0.009523225727904733,0.0009217166831320167
2.85,0.1506930060467155,0.00948400429275332,0.0008815401224473324
2.9,0.15014768785650356,0.009444068358778038,0.0008407141612180661
2.95,0.14965754756378777,0.009403801218852733,0.0007996258162377534
3.0,0.1492242086431089,0.009363593833101416,0.0007586670013367348
