Time (hr),Temperature (1/R),XA,XB
0.0,0.1716495157420098,0.37112001092782876,0.6288799890721712
0.033333,0.17241270594460117,0.33285881626127484,0.5769303360708181
0.066667,0.17241289398452767,0.30125677483277336,0.5265020476340712
0.1,0.17241288145737724,0.2749449922478267,0.4803287459297268
0.133333,0.17241268310721705,0.2528236919527305,0.4391537524128258
0.166667,0.1724122467531022,0.2340371374042209,0.40285629808556706
0.2,0.17241140854301854,0.21792660905781133,0.3709850240644374
0.233333,0.17240980978265746,0.20398204427976382,0.3429935986172067
0.266667,0.1724067332815806,0.1918070674319346,0.31834799382394263
0.3,0.17240103378879684,0.18109163512494736,0.29656776065480284
0.333333,0.17239229997320185,0.17159026150419066,0.2772351188773379
0.366667,0.17238422901410302,0.1631112724919576,0.2600028903677558
0.4,0.17238201586987123,0.15550514124042447,0.24458739810694552
0.433333,0.17238420423099554,0.14864775180075132,0.23074392570086869
0.466667,0.17238712677433066,0.14243448330804673,0.21826045830511565
0.5,0.17238930869694505,0.13677857755649994,0.206957730070601
0.533333,0.17235483100085422,0.13158696030559977,0.19664313875059408
0.566667,0.1712114445355727,0.126181125411592,0.18597992335018587
0.6,0.17006079380836983,0.1205927052904142,0.17507308713355776
0.633333,0.1689203264193193,0.11486778069742117,0.16405813581911693
0.666667,0.16779287967553613,0.10905630974792575,0.15307573328357504
0.7,0.1666793773236347,0.10320929900620827,0.1422618709524325
0.733333,0.16558006307443562,0.09737547761848836,0.1317378555703934
0.766667,0.16449495753702553,0.09160014894868847,0.1216055818020155
0.8,0.16342406879459254,0.08592455083845457,0.11194510200012295
0.833333,0.16236722893705266,0.0803841423342416,0.10281200107720774
0.866667,0.1613241904757269,0.07500886154666717,0.09423963843429166
0.9,0.1602947118489165,0.06982361544177576,0.08624264256286905
0.933333,0.15927839260356977,0.06484758478869547,0.07881910669095336
0.966667,0.15827482862396325,0.060095142794209605,0.07195534234602108
1.0,0.15728375672456665,0.05557673470010699,0.0656300432504997
1.033333,0.15630489109034043,0.051298535424223614,0.05981612206570501
1.066667,0.15533800281213095,0.04726336729412706,0.0544836751092353
1.1,0.15438298629849959,0.04347145686039355,0.049602014573742956
1.133333,0.15343967276087453,0.0399201366477946,0.045139853475343585
1.166667,0.15250791801864175,0.03660461799894338,0.04106654113958983
1.2,0.15158769509466102,0.03351861877458186,0.0373528208719999
1.233333,0.1506789517031605,0.03065413753867445,0.03397041975912305
1.266667,0.14978175744167352,0.02800210755141864,0.030892629182635238
1.3,0.1488965516541194,0.02555293471337241,0.02809466575185064
1.333333,0.14802459239078974,0.0232964506393,0.025553337737140497
1.366667,0.147172023628106,0.02122328466940646,0.02324826922058262
1.4,0.14707409100615576,0.019460558895986777,0.0213046501655419
1.433333,0.14707341051796594,0.017959286774771144,0.019659822830786596
1.466667,0.14707298664020016,0.016665901355597326,0.018250432256270686
1.5,0.1470726920583453,0.015540501922986855,0.017029944308487567
1.533333,0.14707248923401084,0.01455263234752316,0.01596316454703064
1.566667,0.14707235583338513,0.013678729243625615,0.015023061319035542
1.6,0.14707227823874644,0.012900349712053831,0.014188608093777052
1.633333,0.14707224532300794,0.012202746232012273,0.013443092954705381
1.666667,0.14707225007875838,0.01157404124822522,0.012773127313942369
1.7,0.14707228868736943,0.011004611199896396,0.012167912982645418
1.733333,0.14707235659762122,0.010486493374504979,0.01161855792055407
1.766667,0.1470724514294335,0.010013083269211128,0.011117717184032674
1.8,0.14707257277092234,0.009578893947325627,0.010659310014415535
1.833333,0.14707271857358836,0.009179263930739496,0.010238190636590858
1.866667,0.1470728884358433,0.008810239208178581,0.009850008653003265
1.9,0.14707308360898663,0.008468472969639682,0.009491091704884536
1.933333,0.14707330336071286,0.00815106076968083,0.009158263362277206
1.966667,0.14707354849831525,0.007855495147833628,0.008848788772923192
2.0,0.14707382147058431,0.007579623500512077,0.00856032507264827
2.033333,0.14707412257872812,0.00732154432123604,0.00829080863018096
2.066667,0.14707445374282593,0.007079592506972002,0.008038436449813835
2.1,0.14707481867972777,0.006852323105900128,0.007801646484197061
2.133333,0.14707521889140474,0.006638440143115868,0.007579041311622661
2.166667,0.1470756577308388,0.00643679542618698,0.007369385223880322
2.2,0.14707614067491492,0.006246384359191323,0.007171598417856148
2.233333,0.14707667103551586,0.006066293779168955,0.006984701640965984
