Time (hr),Temperature (1/R),XA,XB
2.266667,0.1470772544284406,0.0058957067225545905,0.006807820233870471
2.3,0.14707789920295328,0.005733903985358685,0.006640184929820559
2.333333,0.14707861184110055,0.005580223919415873,0.00648108953672721
2.366667,0.14707940201871075,0.005434069692203069,0.006329897940745533
2.4,0.14708028334700415,0.005294913552982561,0.006186048037616255
2.433333,0.14708126850350886,0.0051622646455087755,0.006049018065181339
2.466667,0.14708237528783016,0.005035677123414707,0.005918334685324874
2.5,0.14708362810776557,0.004914755612792128,0.005793578327765739
2.533333,0.14708505320826137,0.004799128696851324,0.005674355590556451
2.566667,0.14708668680528436,0.0046884571212109155,0.005560307516729699
2.6,0.14708857876305162,0.004582439708210083,0.00545111550060497
2.633333,0.14709078976401496,0.004480791068903726,0.005346478176462284
2.666667,0.14709340544323998,0.004383249602566949,0.005246119536520551
2.7,0.14709654855691315,0.004289583581692244,0.005149795065468347
2.733333,0.14710038840201337,0.004199572297121942,0.005057272244151273
2.766667,0.14710518193018604,0.004113014035883279,0.004968338668210589
2.8,0.14711133527389852,0.004029732774185617,0.004882808827856224
2.833333,0.1471195109345099,0.003949563341414537,0.0048005087786432395
2.866667,0.14713090241492732,0.0038723620986537382,0.004721287007714176
2.9,0.14714791054175608,0.0037980210828868384,0.004645028786618253
2.933333,0.14717629339871605,0.0037264781187951236,0.004571666221168553
2.966667,0.1472330614388425,0.0036578053620584536,0.004501268147592305
3.0,0.14734546159296633,0.003592267263653635,0.0044340987470151
