Time,XA,XB,XC,XP,XE,XG
0.5,0.1682490404175378,0.1626719929243897,0.05309299207458537,0.1793198987382929,0.3978408931180089,0.09209130606537395
1.5,0.07032191018748798,0.01710063889270662,0.00253319454134026,0.16372654347821608,0.4992911834035268,0.27563911903060734
3.0,0.03174132231581476,4.972523396297127e-05,1.2591022149516698e-06,0.126030833772416,0.47883410628423223,0.30152365080632415
