Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.12508886619118015,0.19943724210384184,0.05244112661987909,0.16994149326104085,0.3932876044393842,0.059803667384673936
1.5,0.009509576869998097,0.016442232127096477,0.0011477701056524239,0.14496133833929606,0.5127460375357387,0.3151930450222182
3.0,0.0,0.004068259711108672,0.0005177876743635626,0.1373222328157471,0.5198516820212126,0.3382400377775681
