Time (hr),Temperature (1/R),XA,XB
0.0,0.17164863579157882,0.37299562527362246,0.6270043747263775
0.033333,0.17241155846429218,0.3346533309162448,0.5749732837378453
0.066667,0.17241217123743643,0.30298880414901397,0.5244815998908109
0.1,0.17241209315892098,0.2766276674796985,0.4782569466761008
0.133333,0.17239953914631045,0.25443963657349916,0.4369867034156658
0.166667,0.17122187201482286,0.23320235628173935,0.3958317618324672
0.2,0.17005915864039253,0.2131197082865568,0.3559286666004604
0.233333,0.16891225138463,0.1943209369884869,0.3181357762792992
0.266667,0.16778144264821965,0.17686996151725684,0.28303279057801645
0.3,0.16666720279854721,0.16077891623760412,0.2509516048410624
0.333333,0.16556909624575375,0.14601686425929286,0.2220115102721586
0.366667,0.16448515700909205,0.13252224575406032,0.19616914823447884
0.4,0.163414450831667,0.12021700404418895,0.17327282389243193
0.433333,0.1623570259581416,0.10901421687376828,0.15310174435413051
0.466667,0.16131303330904154,0.09882529166414221,0.13540042621190151
0.5,0.16028264011940782,0.08956453709766704,0.1199035550646484
0.533333,0.1592658883138085,0.08114984560906498,0.10634983817685414
0.566667,0.1582628374723684,0.0735050190427361,0.0944946492143696
0.6,0.1572736782397844,0.06656084788336224,0.08411687922671153
0.633333,0.1562985605885635,0.06025377558713189,0.0750194155970617
0.666667,0.15533769610784842,0.054526293516034045,0.06703028906179857
0.7,0.1543914698076753,0.04932685871617053,0.06000164184832925
0.733333,0.15346031947381808,0.04460837917000342,0.05380603906595735
0.766667,0.1525449188978554,0.04032827191067426,0.048334642784320765
0.8,0.15164642516382404,0.03644834934488299,0.043495035047051385
0.833333,0.15076663294533013,0.03293377294125022,0.039208028329749685
0.866667,0.149908788046742,0.029753339816328335,0.03540636250458265
0.9,0.14907957755461526,0.026879973922140345,0.03203378405933208
0.933333,0.1482951909357689,0.024291620517484777,0.02904470106617327
0.966667,0.14761004789828402,0.021978338730833286,0.026410713554854248
1.0,0.14728532539197323,0.019978094771594228,0.024157640680463426
1.033333,0.14725374435471267,0.018284411542195924,0.02226487091083592
1.066667,0.14725496062138707,0.01683747050995292,0.02065825999682296
1.1,0.1472583913668913,0.015587928770804163,0.019278582752486804
1.133333,0.14726138900324884,0.014498297118555414,0.0180814273073912
1.166667,0.14726384861012062,0.013539942346978829,0.0170331700989304
1.2,0.14726591875715792,0.012690722369333798,0.016107994396871845
1.233333,0.14726772312144498,0.01193313040653856,0.01528562616033529
1.266667,0.14726936510877187,0.011253201665110285,0.014549988976248589
1.3,0.14727093217987836,0.010639713446899466,0.013888229792629242
1.333333,0.1472724690919121,0.01008345290969805,0.01328985358225553
1.366667,0.14727401746159985,0.009576829885655494,0.012746253842486146
1.4,0.14727562059313165,0.00911357429992422,0.012250349046183549
1.433333,0.1472772915331126,0.008688390513776453,0.011796184356079228
1.466667,0.14727905021377993,0.00829680887550424,0.011378752420849948
1.5,0.14728092529192888,0.007935061718789983,0.01099384529740449
1.533333,0.14728291930474807,0.00759989439847469,0.010637841443290379
1.566667,0.14728504543710572,0.007288507892316013,0.010307635789881905
1.6,0.1472873283187203,0.006998506709674177,0.010000577307561582
1.633333,0.14728976778463038,0.006727782787938607,0.00971434052863237
1.666667,0.1472923760186245,0.006474495815281263,0.009446900504990726
1.7,0.14729517797277156,0.006237052539301133,0.009196507424073597
1.733333,0.14729817427562425,0.0060140285994809625,0.00896160140341623
1.766667,0.14730137896765833,0.005804165256067083,0.008740806898630217
1.8,0.14730481976977566,0.005606363160108926,0.008532924289897884
1.833333,0.14730850038445886,0.005419625897539513,0.008336869071860938
1.866667,0.1473124388849078,0.0052430639426965,0.008151674853909519
1.9,0.14731666792168419,0.005075895269689153,0.007976492967668046
1.933333,0.14732119659607432,0.00491740234952055,0.007810546574943634
1.966667,0.14732604952201456,0.004766939156635073,0.007653137357423705
2.0,0.14733126702432145,0.004623934999844479,0.007503648921394256
2.033333,0.14733686680214383,0.004487860427822698,0.00736151067257528
2.066667,0.1473428836790617,0.004358235328806943,0.007226205898825721
2.1,0.1473493698633873,0.004234634190978346,0.00709727689429821
2.133333,0.1473563567476749,0.0041166582429140374,0.0069742956042749315
2.166667,0.1473638953955466,0.004003943715630868,0.006856872008926214
2.2,0.14737205701884354,0.0038961676274315675,0.006744659918478162
2.233333,0.14738089552835187,0.003793024496083119,0.006637332541529783
2.266667,0.14739048893294024,0.0036942343322173003,0.006534590659689254
2.3,0.14740094043204338,0.0035995484921647783,0.006436168563495484
2.333333,0.14741234291278468,0.00350872988158759,0.006341813354490061
2.366667,0.1474248218673253,0.003421560504272671,0.006251292695535568
2.4,0.14743853823153946,0.0033378471688588563,0.006164400634807774
2.433333,0.14745365748499525,0.0032574044701240267,0.006080939859630616
2.466667,0.14747039626247985,0.003180061866992626,0.006000728977493425
2.5,0.14748903066982938,0.0031056691892484087,0.005923608154512312
2.533333,0.14750987735348683,0.003034081964307466,0.005849423845657771
2.566667,0.14753335231588513,0.0029651681502855442,0.00577803572542635
2.6,0.14755999805483314,0.0028988135851353886,0.005709322275679006
2.633333,0.14759049758310053,0.002834909557083673,0.005643167865122132
2.666667,0.1476257650561052,0.002773359541427811,0.005579469679981194
2.7,0.14766699965595895,0.0027140848339963874,0.005518143501095406
2.733333,0.14771569780581378,0.0026570139804422493,0.005459112722261733
2.766667,0.1477736215742859,0.002602088371635503,0.005402314107791398
2.8,0.1478425212782291,0.0025492648019593816,0.005347700428396729
2.833333,0.14792353654391457,0.0024985003439324132,0.005295224865582289
2.866667,0.14801624943729672,0.002449747626459208,0.005244836243761749
2.9,0.14811741480683044,0.0024029441965405227,0.005196468219104766
2.933333,0.1482196256619523,0.0023579855299215467,0.005150011637164831
2.966667,0.14830996645276412,0.0023147086880752517,0.005105297945618048
3.0,0.14836865741573715,0.0022728726636583384,0.005062079239603753
