Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.11371878640689509,0.1629191300681327,0.04225659884094295,0.17525962430259484,0.42068896641955367,0.08515689396188086
1.5,0.03513091666452689,0.03450472459832165,0.0024956736332857553,0.16922628725492883,0.5140953451838847,0.24454705266505214
3.0,0.00631577631838485,0.0033629484637447654,0.0005168373075361791,0.14890272523559236,0.5268256542931591,0.3140760583815828
