Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.1749544971694002,0.17650047844469155,0.0628637698102564,0.17666468559967602,0.38359483530184374,0.07868785682413836
1.5,0.09983486765471355,0.05173708109428668,0.0223194106429451,0.19288563928190444,0.48904421208642523,0.17279137874610143
3.0,0.05445810130858769,0.01856730728429625,0.008727142191520341,0.1615089507529146,0.4872324949829641,0.20768690090858902
