Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.056745451043877994,0.14257484321490646,0.01695938025051006,0.18065851293427118,0.4661362422875195,0.13692557026891491
1.5,0.012416181301922647,0.06437614515542615,0.0038784528556221,0.17681330326464675,0.5167991172735842,0.2257168001487982
3.0,0.0,0.047436690218025115,0.001309514573339027,0.1784090977639362,0.5350797913796774,0.23776490606502218
