Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.16078146463306808,0.14906258238418327,0.04915131797043412,0.18216515513181472,0.41012456248662743,0.10198104072033977
1.5,0.06957275792179264,0.016435002220413136,0.0030946403845791754,0.16309108231659164,0.4991241516599811,0.27729495502939616
3.0,0.0341085418194801,0.0022950360230708892,0.0004173699520435243,0.1288499253667704,0.47907792214258743,0.2934321022096472
