Time (hr),XA,XB,XC,XP,XE,XG
0.5,0.06377132701300706,0.08422836228074239,0.015488986797656654,0.1508824387945671,0.4633495537029571,0.22227933141106967
1.5,0.0239570478894493,0.025594936579901584,0.001765769321313286,0.13489058972376758,0.4949522116011438,0.3188394448844244
3.0,0.004171208890353315,0.004518542871699365,0.0005220297484792067,0.1212954300690605,0.5051333303915879,0.3643594580288197
