FA,FB,temp,FP,FG,FE
10.0,25.0,5.8,0.6958022006544807,0.022017417632016624,1.3920790903572504
15.0,25.0,5.8,0.6929798345409134,0.021856790497507394,1.3929012203593438
10.0,35.0,5.8,0.5555818625813291,0.008397502045787741,1.1332463296395954
15.0,35.0,5.8,0.6174464455181683,0.01175385373033755,1.2428182212562378
